dis_no,historic,classification_key,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,external_i_ds,event_name,iso,country,subregion,region,location,origin,associated_types,ofda_bha_response,appeal,declaration,aid_contribution_000_us,magnitude,magnitude_scale,latitude,longitude,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_000_us,reconstruction_costs_adjusted_000_us,insured_damage_000_us,insured_damage_adjusted_000_us,total_damage_000_us,total_damage_adjusted_000_us,cpi,admin_units,gadm_admin_units,entry_date,last_update
2026-0093-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,NA,Tropical depression 'Penha',PHL,Philippines,South-eastern Asia,Asia,"Northern Mindanao, Caraga",NA,NA,No,No,No,NA,NA,Kph,NA,NA,NA,2026,2,5,2026,2,7,7,NA,645612,NA,645612,NA,NA,NA,NA,5000,NA,NA,NA,NA,2026-02-11,2026-04-17
2019-0549-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,NA,Tropical cyclone 'Nakri',PHL,Philippines,South-eastern Asia,Asia,"Cagayan province, north Luzon Island",NA,NA,No,No,No,NA,NA,Kph,NA,NA,NA,2019,11,10,2019,11,10,19,3,670,NA,673,NA,NA,NA,NA,36000,45334,79.41078460433721,"[{""adm2_code"":24216,""adm2_name"":""Cagayan""}]","[{""gid_2"":""PHL.18.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Camalaniugan""},{""gid_2"":""PHL.18.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Claveria""},{""gid_2"":""PHL.18.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Enrile""},{""gid_2"":""PHL.18.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gattaran""},{""gid_2"":""PHL.18.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gonzaga""},{""gid_2"":""PHL.18.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Iguig""},{""gid_2"":""PHL.18.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lal-Lo""},{""gid_2"":""PHL.18.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lasam""},{""gid_2"":""PHL.18.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pamplona""},{""gid_2"":""PHL.18.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Peñablanca""},{""gid_2"":""PHL.18.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Abulug""},{""gid_2"":""PHL.18.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Piat""},{""gid_2"":""PHL.18.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Rizal""},{""gid_2"":""PHL.18.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sanchez-Mira""},{""gid_2"":""PHL.18.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Santa Ana""},{""gid_2"":""PHL.18.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Santa Praxedes""},{""gid_2"":""PHL.18.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Santa Teresita""},{""gid_2"":""PHL.18.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Santo Niño""},{""gid_2"":""PHL.18.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Solana""},{""gid_2"":""PHL.18.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tuao""},{""gid_2"":""PHL.18.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tuguegarao City""},{""gid_2"":""PHL.18.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Alcala""},{""gid_2"":""PHL.18.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Allacapan""},{""gid_2"":""PHL.18.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Amulung""},{""gid_2"":""PHL.18.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Aparri""},{""gid_2"":""PHL.18.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Baggao""},{""gid_2"":""PHL.18.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ballesteros""},{""gid_2"":""PHL.18.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Buguey""},{""gid_2"":""PHL.18.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Calayan""}]",2019-11-19,2025-12-20
2019-0541-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,NA,Tropical cyclone 'Kalmaegi' (Ramon),PHL,Philippines,South-eastern Asia,Asia,"Romblon Province (Mimaropa region), Camarines Sur Province (Bicol Region)",NA,"Flood|Slide (land, mud, snow, rock)",No,No,No,NA,110,Kph,NA,NA,NA,2019,11,17,2019,11,17,NA,NA,3000,NA,3000,NA,NA,NA,NA,NA,NA,79.41078460433721,"[{""adm2_code"":24242,""adm2_name"":""Camarines Sur""},{""adm2_code"":24236,""adm2_name"":""Romblon""}]","[{""gid_2"":""PHL.20.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Calabanga""},{""gid_2"":""PHL.20.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Camaligan""},{""gid_2"":""PHL.20.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Canaman""},{""gid_2"":""PHL.20.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Caramoan""},{""gid_2"":""PHL.20.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Del Gallego""},{""gid_2"":""PHL.20.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gainza""},{""gid_2"":""PHL.20.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Garchitorena""},{""gid_2"":""PHL.20.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Goa""},{""gid_2"":""PHL.20.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Iriga City""},{""gid_2"":""PHL.20.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lagonoy""},{""gid_2"":""PHL.20.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Baao""},{""gid_2"":""PHL.20.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Libmanan""},{""gid_2"":""PHL.20.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lupi""},{""gid_2"":""PHL.20.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Magarao""},{""gid_2"":""PHL.20.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Milaor""},{""gid_2"":""PHL.20.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Minalabac""},{""gid_2"":""PHL.20.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nabua""},{""gid_2"":""PHL.20.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Naga City""},{""gid_2"":""PHL.20.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ocampo""},{""gid_2"":""PHL.20.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pamplona""},{""gid_2"":""PHL.20.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pasacao""},{""gid_2"":""PHL.20.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Balatan""},{""gid_2"":""PHL.20.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pili""},{""gid_2"":""PHL.20.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Presentacion""},{""gid_2"":""PHL.20.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ragay""},{""gid_2"":""PHL.20.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sagnay""},{""gid_2"":""PHL.20.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Fernando""},{""gid_2"":""PHL.20.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Jose""},{""gid_2"":""PHL.20.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sipocot""},{""gid_2"":""PHL.20.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Siruma""},{""gid_2"":""PHL.20.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tigaon""},{""gid_2"":""PHL.20.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tinambac""},{""gid_2"":""PHL.20.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bato Lake""},{""gid_2"":""PHL.20.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bato""},{""gid_2"":""PHL.20.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bombon""},{""gid_2"":""PHL.20.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Buhi Lake""},{""gid_2"":""PHL.20.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Buhi""},{""gid_2"":""PHL.20.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bula""},{""gid_2"":""PHL.20.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cabusao""},{""gid_2"":""PHL.65.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Odiongan""},{""gid_2"":""PHL.65.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Romblon""},{""gid_2"":""PHL.65.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Agustin""},{""gid_2"":""PHL.65.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Andres""},{""gid_2"":""PHL.65.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Fernando""},{""gid_2"":""PHL.65.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Jose""},{""gid_2"":""PHL.65.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Santa Fe""},{""gid_2"":""PHL.65.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Santa Maria""},{""gid_2"":""PHL.65.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Alcantara""},{""gid_2"":""PHL.65.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Banton""},{""gid_2"":""PHL.65.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cajidiocan""},{""gid_2"":""PHL.65.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Calatrava""},{""gid_2"":""PHL.65.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Concepcion""},{""gid_2"":""PHL.65.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Corcuera""},{""gid_2"":""PHL.65.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ferrol""},{""gid_2"":""PHL.65.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Looc""},{""gid_2"":""PHL.65.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Magdiwang""}]",2019-11-19,2025-12-20
2020-0501-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000225|GLIDE:TC-2020-000235,Tyhoon 'Ulysses' (Vamco),PHL,Philippines,South-eastern Asia,Asia,"National Capital Region, Quezon, Rizal province",NA,"Flood|Slide (land, mud, snow, rock)",No,No,No,NA,155,Kph,NA,NA,NA,2020,11,11,2020,11,12,111,85,514824,NA,514909,NA,NA,NA,NA,421000,523694,80.39038300821143,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm2_code"":24234,""adm2_name"":""Quezon""},{""adm2_code"":24235,""adm2_name"":""Rizal""}]","[{""gid_1"":""PHL.64_1"",""migration_date"":""2025-12-20"",""migration_method"":""within2_1"",""name_1"":""Rizal""},{""gid_2"":""PHL.17.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Meycauayan City""},{""gid_2"":""PHL.17.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Obando""},{""gid_2"":""PHL.47.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Parañaque""},{""gid_2"":""PHL.47.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Pasay City""},{""gid_2"":""PHL.47.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Pasig City""},{""gid_2"":""PHL.47.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Pateros""},{""gid_2"":""PHL.47.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Quezon City""},{""gid_2"":""PHL.47.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""San Juan""},{""gid_2"":""PHL.47.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Taguig""},{""gid_2"":""PHL.47.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Valenzuela""},{""gid_2"":""PHL.47.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kalookan City""},{""gid_2"":""PHL.47.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Las Piñas""},{""gid_2"":""PHL.47.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Makati City""},{""gid_2"":""PHL.47.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Malabon""},{""gid_2"":""PHL.47.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Mandaluyong""},{""gid_2"":""PHL.47.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Manila""},{""gid_2"":""PHL.47.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Marikina""},{""gid_2"":""PHL.47.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Muntinlupa""},{""gid_2"":""PHL.47.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Navotas""},{""gid_2"":""PHL.62.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""General Luna""},{""gid_2"":""PHL.62.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""General Nakar""},{""gid_2"":""PHL.62.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Guinayangan""},{""gid_2"":""PHL.62.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gumaca""},{""gid_2"":""PHL.62.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Infanta""},{""gid_2"":""PHL.62.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Jomalig""},{""gid_2"":""PHL.62.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lopez""},{""gid_2"":""PHL.62.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lucban""},{""gid_2"":""PHL.62.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lucena City""},{""gid_2"":""PHL.62.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Agdangan""},{""gid_2"":""PHL.62.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Macalelon""},{""gid_2"":""PHL.62.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mauban""},{""gid_2"":""PHL.62.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mulanay""},{""gid_2"":""PHL.62.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Padre Burgos""},{""gid_2"":""PHL.62.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pagbilao""},{""gid_2"":""PHL.62.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Panukulan""},{""gid_2"":""PHL.62.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Patnanungan""},{""gid_2"":""PHL.62.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Perez""},{""gid_2"":""PHL.62.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pitogo""},{""gid_2"":""PHL.62.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Plaridel""},{""gid_2"":""PHL.62.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Alabat""},{""gid_2"":""PHL.62.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Polillo""},{""gid_2"":""PHL.62.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Quezon""},{""gid_2"":""PHL.62.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Real""},{""gid_2"":""PHL.62.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sampaloc""},{""gid_2"":""PHL.62.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Andres""},{""gid_2"":""PHL.62.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Francisco""},{""gid_2"":""PHL.62.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""San Narciso""},{""gid_2"":""PHL.62.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sariaya""},{""gid_2"":""PHL.62.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tagkawayan""},{""gid_2"":""PHL.62.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Atimonan""},{""gid_2"":""PHL.62.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tayabas City""},{""gid_2"":""PHL.62.41_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tiaong""},{""gid_2"":""PHL.62.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Unisan""},{""gid_2"":""PHL.62.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Buenavista""},{""gid_2"":""PHL.62.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Burdeos""},{""gid_2"":""PHL.62.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Calauag""},{""gid_2"":""PHL.62.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Candelaria""},{""gid_2"":""PHL.62.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Catanauan""},{""gid_2"":""PHL.62.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dolores""}]",2020-11-24,2025-12-20
2018-0399-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2018-000255,Typhoon 'Yutu' (Rosita),PHL,Philippines,South-eastern Asia,Asia,"Ilocos norte, Ilocos Sur, la Union, Pangasinan (Region 1 - Ilocos); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Nueva Ecija, Tarlac, Zambales (Region III - Central Luzon); Northern Samar (REgion VIII - Eastern Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain province (CAR)",NA,"Slide (land, mud, snow, rock)",No,No,No,NA,210,Kph,NA,NA,NA,2018,10,30,2018,10,30,12,2,253298,NA,253300,NA,NA,NA,NA,305000,391039,77.99726518795474,"[{""adm2_code"":24204,""adm2_name"":""Abra""},{""adm2_code"":24205,""adm2_name"":""Apayao""},{""adm2_code"":24206,""adm2_name"":""Benguet""},{""adm2_code"":24207,""adm2_name"":""Ifugao""},{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24209,""adm2_name"":""Mountain Province""},{""adm2_code"":24211,""adm2_name"":""Ilocos Norte""},{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""},{""adm2_code"":24213,""adm2_name"":""La Union""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24217,""adm2_name"":""Isabela""},{""adm2_code"":24218,""adm2_name"":""Nueva Vizcaya""},{""adm2_code"":24219,""adm2_name"":""Quirino""},{""adm2_code"":24259,""adm2_name"":""Northern Samar""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24224,""adm2_name"":""Tarlac""},{""adm2_code"":24225,""adm2_name"":""Zambales""},{""adm2_code"":24226,""adm2_name"":""Aurora""}]","[{""gid_1"":""PHL.13_1"",""name_1"":""Benguet""},{""gid_1"":""PHL.18_1"",""name_1"":""Cagayan""},{""gid_1"":""PHL.1_1"",""name_1"":""Abra""},{""gid_1"":""PHL.33_1"",""name_1"":""Ifugao""},{""gid_1"":""PHL.34_1"",""name_1"":""Ilocos Norte""},{""gid_1"":""PHL.35_1"",""name_1"":""Ilocos Sur""},{""gid_1"":""PHL.37_1"",""name_1"":""Isabela""},{""gid_1"":""PHL.38_1"",""name_1"":""Kalinga""},{""gid_1"":""PHL.39_1"",""name_1"":""La Union""},{""gid_1"":""PHL.50_1"",""name_1"":""Mountain Province""},{""gid_1"":""PHL.54_1"",""name_1"":""Northern Samar""},{""gid_1"":""PHL.55_1"",""name_1"":""Nueva Ecija""},{""gid_1"":""PHL.56_1"",""name_1"":""Nueva Vizcaya""},{""gid_1"":""PHL.61_1"",""name_1"":""Pangasinan""},{""gid_1"":""PHL.63_1"",""name_1"":""Quirino""},{""gid_1"":""PHL.76_1"",""name_1"":""Tarlac""},{""gid_1"":""PHL.78_1"",""name_1"":""Zambales""},{""gid_1"":""PHL.7_1"",""name_1"":""Apayao""},{""gid_1"":""PHL.8_1"",""name_1"":""Aurora""}]",2018-11-05,2026-03-13
