sim_id,z,tier,payout_per_ha,total_claims_php,loss_ratio
3025,-0.195306080234756,none,0,0,0
3026,0.22979741171583798,none,0,0,0
3027,-0.09465375803684876,none,0,0,0
3028,1.710199540485164,none,0,0,0
3029,-0.33574900092117876,none,0,0,0
3030,-0.8753248243353435,none,0,0,0
3031,-1.1325544917134804,mild,18000,180000000,1.1131725417439704
3032,-0.5660206327316903,none,0,0,0
3033,-0.9743844031287225,none,0,0,0
3034,0.9450823408462639,none,0,0,0
3035,0.24774110530002127,none,0,0,0
3036,-0.1046746204324566,none,0,0,0
3037,0.027761679903713133,none,0,0,0
3038,-0.9072764823405444,none,0,0,0
3039,2.3509337520257962,none,0,0,0
3040,0.808769724481045,none,0,0,0
3041,0.7841404188467013,none,0,0,0
3042,0.1702364907953325,none,0,0,0
3043,0.1591976515307682,none,0,0,0
3044,0.67801810041337085,none,0,0,0
3045,0.43437199958465095,none,0,0,0
3046,0.7805544302307627,none,0,0,0
3047,-0.4445677584543492,none,0,0,0
3048,1.2715164118455027,none,0,0,0
3049,-1.4733922274987672,mild,18000,180000000,1.1131725417439704
3050,1.8260104731434887,none,0,0,0
3051,-0.08216054421821882,none,0,0,0
3052,0.20706615717072427,none,0,0,0
3053,-0.05815899574256579,none,0,0,0
3054,-0.8430520094542049,none,0,0,0
3055,-0.4664872795390172,none,0,0,0
3056,1.5164490290949928,none,0,0,0
3057,2.073961394629557,none,0,0,0
3058,-1.0567467649271414,mild,18000,180000000,1.1131725417439704
3059,0.3552487948933534,none,0,0,0
3060,-0.5376266763152517,none,0,0,0
3061,0.09031636585835968,none,0,0,0
3062,0.3485382846025872,none,0,0,0
3063,-0.517518995099845,none,0,0,0
3064,0.28730130241526736,none,0,0,0
3065,1.668074996845833,none,0,0,0
3066,-1.0809367245864703,mild,18000,180000000,1.1131725417439704
3067,-0.39785110462237355,none,0,0,0
3068,0.2972088164434054,none,0,0,0
3069,0.37342905926644004,none,0,0,0
3070,0.0675844815430184,none,0,0,0
3071,0.3466340304946955,none,0,0,0
3072,-0.16457137280058637,none,0,0,0
3073,0.18998280658577082,none,0,0,0
3074,-0.06869863513893283,none,0,0,0
3075,0.9164502076942656,none,0,0,0
3076,0.7105496147621206,none,0,0,0
3077,-0.019089686125804275,none,0,0,0
3078,1.3131268730781056,none,0,0,0
3079,0.17038615580450633,none,0,0,0
3080,0.5788166055337879,none,0,0,0
3081,0.227904874997665,none,0,0,0
3082,-0.612459865597317,none,0,0,0
3083,0.7340301330306238,none,0,0,0
3084,-1.8505018625311522,moderate,36000,360000000,2.226345083487941
3085,-0.9685448397705659,none,0,0,0
3086,0.62762646905029,none,0,0,0
3087,1.2402776293814428,none,0,0,0
3088,-1.5069030571302993,moderate,36000,360000000,2.226345083487941
3089,1.1825968937128886,none,0,0,0
3090,-1.334188559362834,mild,18000,180000000,1.1131725417439704
3091,-0.5963202940157132,none,0,0,0
3092,-1.3294921650363807,mild,18000,180000000,1.1131725417439704
3093,-0.1821134186172148,none,0,0,0
3094,0.04913854463732779,none,0,0,0
3095,0.4120764316134118,none,0,0,0
3096,-0.42235354638509914,none,0,0,0
3097,-0.01965365973446668,none,0,0,0
3098,0.3030164253338382,none,0,0,0
3099,-0.9724223434550866,none,0,0,0
3100,-0.701155053616588,none,0,0,0
3101,1.378431900607092,none,0,0,0
3102,-2.953137313583759,severe,60000,600000000,3.7105751391465676
3103,0.9558365630194083,none,0,0,0
3104,1.0600342349205225,none,0,0,0
3105,1.350960565998562,none,0,0,0
3106,-0.4015557411786591,none,0,0,0
3107,0.8399869801873276,none,0,0,0
3108,0.21543925772843386,none,0,0,0
3109,-0.6379772019582449,none,0,0,0
3110,0.5528479820506892,none,0,0,0
3111,0.3703508249907515,none,0,0,0
3112,-0.3890237675321551,none,0,0,0
3113,-0.46009284863124505,none,0,0,0
3114,-0.2658861933872696,none,0,0,0
3115,0.501441363321569,none,0,0,0
3116,-0.05235282698961419,none,0,0,0
3117,-1.3521713434692713,mild,18000,180000000,1.1131725417439704
3118,0.3085785301057125,none,0,0,0
3119,-0.3669964038136514,none,0,0,0
3120,0.7608152565282827,none,0,0,0
3121,-1.2087782914778102,mild,18000,180000000,1.1131725417439704
3122,-1.9085567320237797,moderate,36000,360000000,2.226345083487941
3123,-0.4977493860248706,none,0,0,0
3124,-0.6370445106303466,none,0,0,0
3125,0.676231932030489,none,0,0,0
3126,-1.8694110302579972,moderate,36000,360000000,2.226345083487941
3127,-1.068552486255856,mild,18000,180000000,1.1131725417439704
3128,-0.1260054159343561,none,0,0,0
3129,-0.7362844184286653,none,0,0,0
3130,-0.19124180918448844,none,0,0,0
3131,-1.1983002633847022,mild,18000,180000000,1.1131725417439704
3132,-0.8242546185060767,none,0,0,0
3133,-0.9195326711745683,none,0,0,0
3134,-1.7438683437219025,moderate,36000,360000000,2.226345083487941
3135,0.38303742426176773,none,0,0,0
3136,-0.5410694232623456,none,0,0,0
3137,-0.5559410978348456,none,0,0,0
3138,1.1089585312775143,none,0,0,0
3139,0.6677435948367657,none,0,0,0
3140,-0.6936790363619828,none,0,0,0
3141,0.8799928047119815,none,0,0,0
3142,-0.37897335718852027,none,0,0,0
3143,-0.43124863260371094,none,0,0,0
3144,0.1664446996820162,none,0,0,0
3145,0.1405196046667925,none,0,0,0
3146,-0.10754627265505294,none,0,0,0
3147,-0.2519876093115194,none,0,0,0
3148,0.40002038444735966,none,0,0,0
3149,0.9941702302921344,none,0,0,0
3150,-0.3938735899550956,none,0,0,0
3151,1.4517622753802613,none,0,0,0
3152,-0.8349971295736456,none,0,0,0
3153,2.0014571533496035,none,0,0,0
3154,0.8202930240189734,none,0,0,0
3155,-0.3615253581787453,none,0,0,0
3156,-2.1256518199000296,moderate,36000,360000000,2.226345083487941
3157,-0.39804944688126037,none,0,0,0
3158,-0.34759792319066857,none,0,0,0
3159,1.444952308833333,none,0,0,0
3160,0.37623607389879754,none,0,0,0
3161,-1.8211155320744754,moderate,36000,360000000,2.226345083487941
