"sim_id","n_events","loss"
112,4,138.184015638001
113,6,292.470841618352
114,4,636.889954731368
115,9,291.740631945954
116,3,71.086764977018
117,0,0
118,0,0
119,11,3687.35574470563
120,0,0
121,2,0.0490349913337307
122,5,105.298092261697
123,8,136.664400876247
124,2,363.965148009158
125,9,266.073044617096
126,17,381.997457897242
127,6,49.9612987316542
128,2,12.540462687867
129,0,0
130,0,0
131,0,0
132,9,452.691158663032
133,0,0
134,0,0
135,0,0
136,0,0
137,7,242.48213095255
138,0,0
139,9,2227.46018422779
140,5,345.602819203896
141,8,839.938678959013
142,4,8753.78789679555
143,6,174.998995857103
144,0,0
145,4,59.3637268314975
146,6,312.71948839912
147,7,57.6551858995892
148,6,1189.59358197678
149,0,0
150,4,194.811582017901
151,0,0
152,0,0
153,0,0
154,3,1083.76407733581
155,0,0
156,0,0
157,0,0
158,10,42.1476623601123
159,9,6867.72487860462
160,0,0
161,9,163.203815384728
162,0,0
163,0,0
164,0,0
165,11,228.318238616176
166,2,1.76572763195019
167,7,33717.040187017
168,5,47.5424786819675
169,8,866.743388043326
170,1,1268.4256632545
171,0,0
172,0,0
173,2,924.338606742997
174,7,81.8129833572174
175,0,0
176,0,0
177,5,10226.7306543608
178,11,153.595528951449
179,0,0
180,9,1457.74592961214
181,0,0
182,4,39.1759938604237
183,0,0
184,0,0
185,8,141.376161301291
186,0,0
187,0,0
188,4,2295.05854992614
189,4,32148.30401364
190,6,490.745584168762
191,3,167.362164587959
192,0,0
193,2,404.885009400109
194,5,26.3281101278275
195,3,3296.31924410909
196,0,0
197,8,1155.08209730972
198,10,274.121247170253
199,7,264.194658576256
200,3,13503.4414431096
201,8,31.9682368530057
202,0,0
203,7,1243.78539716021
204,0,0
205,0,0
206,5,11.5698092462477
207,0,0
208,0,0
209,0,0
210,0,0
211,6,911.832421026975
212,0,0
213,0,0
214,15,1048.91582275088
215,0,0
216,9,3192.53546362132
217,10,2293.54301859635
218,0,0
